request_datetime,response_datetime,event_id,account_id,branch_code,amount,jenis_mutasi,nomor_referensi,nomor_referensi_fwd,keterangan,amount_debit,amount_credit
2024-12-31 12:10:10.139404,2024-12-31 12:10:10.576907,93ab1b10-5077-44e1-a171-825041bac29f,8888060053,888,1002500.0000,D,e1607248-704d-4207-8a13-6e3aad032640,BCA15659449,UM/999EMB24001144,1002500.0000,
2024-12-31 11:50:10.523808,2024-12-31 11:50:10.991138,5677a9f0-5d59-4afe-be74-605e5b5681c6,8885066665,888,16000.0000,D,a00a1e8b-0ca3-4629-a63e-9e9bfdaafc8f,BCA417494708,QR InterActive Corp,16000.0000,
2024-12-31 11:47:40.784549,2024-12-31 11:47:41.188084,be059959-c63e-4ad9-b6d3-c5efd6108c14,8888060053,888,2500.0000,D,f26ee695-a327-440d-ba5d-6796209ec796,58679491,BIF OUT - CENAIDJA - NASABAH BCA DUMMY -  ,2500.0000,
2024-12-31 11:47:40.784549,2024-12-31 11:47:41.188084,be059959-c63e-4ad9-b6d3-c5efd6108c14,8888060053,888,10000.0000,D,f26ee695-a327-440d-ba5d-6796209ec796,58679491,BIF OUT - CENAIDJA - NASABAH BCA DUMMY -  ,10000.0000,
2024-12-31 11:26:13.166799,2024-12-31 11:26:13.543143,c2f8d2d6-3d9d-4b8e-9744-1dca55a51d2e,8888060053,888,25000.0000,D,7409fc6b-c48d-47a6-b41f-f9fe45aba341,BCA171614528,Pembelian Pulsa - Telkomsel Rp25.000 081234000011,25000.0000,
2024-12-31 11:26:13.166799,2024-12-31 11:26:13.543143,c2f8d2d6-3d9d-4b8e-9744-1dca55a51d2e,8888060053,888,1500.0000,D,7409fc6b-c48d-47a6-b41f-f9fe45aba341,BCA171614528,Pembelian Pulsa - Telkomsel Rp25.000 081234000011,1500.0000,
2024-12-31 11:24:30.000929,2024-12-31 11:24:30.403008,2774b9b0-cd11-4c6a-b1c2-e8686bbf63c5,8888060053,888,1500.0000,C,ddcac695-7a1d-4d13-9056-dabe012a24cc,BCA059814605R,REV Pembelian Pulsa - Smartfren Rp10.000 0881082733448,,1500.0000
2024-12-31 11:24:30.000929,2024-12-31 11:24:30.403008,2774b9b0-cd11-4c6a-b1c2-e8686bbf63c5,8888060053,888,10000.0000,C,ddcac695-7a1d-4d13-9056-dabe012a24cc,BCA059814605R,REV Pembelian Pulsa - Smartfren Rp10.000 0881082733448,,10000.0000
2024-12-31 11:24:24.141648,2024-12-31 11:24:24.540905,4d30935c-28b5-4e6c-a0ee-4fe89c874f75,8888060053,888,10000.0000,D,3658c1c3-bfa8-4605-8e14-064d613ef791,BCA059814605,Pembelian Pulsa - Smartfren Rp10.000 0881082733448,10000.0000,
2024-12-31 11:24:24.141648,2024-12-31 11:24:24.540905,4d30935c-28b5-4e6c-a0ee-4fe89c874f75,8888060053,888,1500.0000,D,3658c1c3-bfa8-4605-8e14-064d613ef791,BCA059814605,Pembelian Pulsa - Smartfren Rp10.000 0881082733448,1500.0000,
2024-12-31 11:23:22.234411,2024-12-31 11:23:22.630968,97c029ff-4cf7-4104-9e62-12da186a2b5d,8888060053,888,13000.0000,C,403f0df9-1593-4858-8102-b6422e1834ae,BCA545222747R,REVERSAL QR AYAM GORENG SEKALI,,13000.0000
2024-12-31 11:23:16.930898,2024-12-31 11:23:17.300440,c0610440-1d46-42d5-87d3-87dbf1326641,8888060053,888,13000.0000,D,5f5563d1-fc32-4d6f-9f99-6392a8e962ad,BCA545222747,QR AYAM GORENG SEKALI,13000.0000,
2024-12-31 11:22:44.058155,2024-12-31 11:22:44.434503,e71fbbd0-3c42-4a11-aa87-4de47cb71788,8888060053,888,13000.0000,C,5431c3ca-d63c-40af-ad7f-a348e12d147f,BCA546813107R,REVERSAL QR AYAM GORENG SEKALI,,13000.0000
2024-12-31 11:22:43.715017,2024-12-31 11:22:44.071667,78cba011-05f9-4fbb-92e5-26e87c15d3a4,8888060053,888,13000.0000,D,20a90215-d535-4b93-a948-2b94e7c6b4d3,BCA546813107,QR AYAM GORENG SEKALI,13000.0000,
2024-12-31 11:18:10.371840,2024-12-31 11:18:10.757382,cc209599-bac7-466b-b0f7-5058aedf31b4,8888060053,888,10000.0000,D,f55672ef-27d3-4c66-b16a-bb815ed293ad,BCA88456976,SKN OUT - CENAIDJA - BCA BENEF-1/NAMA'KU -  ,10000.0000,
2024-12-31 11:18:10.371840,2024-12-31 11:18:10.757382,cc209599-bac7-466b-b0f7-5058aedf31b4,8888060053,888,2900.0000,D,f55672ef-27d3-4c66-b16a-bb815ed293ad,BCA88456976,SKN OUT - CENAIDJA - BCA BENEF-1/NAMA'KU -  ,2900.0000,
2024-12-31 11:11:12.222534,2024-12-31 11:11:12.632599,1dfeb3dc-525a-4160-abe1-ce9339a5946b,8888060053,888,2500.0000,D,dc5c6928-ed2b-4024-9511-bbbb770e0d7e,68988143,BIF OUT - CENAIDJA - NASABAH BANK BCA DUM -  ,2500.0000,
2024-12-31 11:11:12.222534,2024-12-31 11:11:12.632599,1dfeb3dc-525a-4160-abe1-ce9339a5946b,8888060053,888,10000.0000,D,dc5c6928-ed2b-4024-9511-bbbb770e0d7e,68988143,BIF OUT - CENAIDJA - NASABAH BANK BCA DUM -  ,10000.0000,
2024-12-31 11:09:28.263670,2024-12-31 11:09:28.656223,4f767397-b595-434c-a543-82e781ead6a9,8888060053,888,10000.0000,D,5b37ef80-adcf-4b5a-81fb-386e4d8303e4,317211,RTOL - CENAIDJA - BCA BENEF-1/NAMA'KU -  ,10000.0000,
2024-12-31 11:09:28.263670,2024-12-31 11:09:28.656223,4f767397-b595-434c-a543-82e781ead6a9,8888060053,888,6500.0000,D,5b37ef80-adcf-4b5a-81fb-386e4d8303e4,317211,RTOL - CENAIDJA - BCA BENEF-1/NAMA'KU -  ,6500.0000,
2024-12-31 11:08:54.781929,2024-12-31 11:08:55.152122,76a97bb7-e123-4fac-85c3-f99edf135f69,8888060053,888,25000.0000,C,f534c80f-06d5-443b-b7d7-c874a73ebc79,BCA042947454R,REV Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),,25000.0000
2024-12-31 11:08:54.781929,2024-12-31 11:08:55.152122,76a97bb7-e123-4fac-85c3-f99edf135f69,8888060053,888,2000.0000,C,f534c80f-06d5-443b-b7d7-c874a73ebc79,BCA042947454R,REV Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),,2000.0000
2024-12-31 11:08:50.064895,2024-12-31 11:08:50.434133,e1770f04-1181-440a-b2c8-ad967841494d,8888060053,888,2000.0000,D,fb6abf46-2c34-4c92-9bd2-8a3864e31889,BCA042947454,Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),2000.0000,
2024-12-31 11:08:50.064895,2024-12-31 11:08:50.434133,e1770f04-1181-440a-b2c8-ad967841494d,8888060053,888,25000.0000,D,fb6abf46-2c34-4c92-9bd2-8a3864e31889,BCA042947454,Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),25000.0000,
2024-12-31 11:08:30.102650,2024-12-31 11:08:30.494176,25a89bd8-c0ca-4599-984c-9ca97588a303,8888060053,888,25000.0000,C,040f501d-b984-4229-9b9d-1a9a0e820d59,BCA648906215R,REV Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),,25000.0000
2024-12-31 11:08:30.102650,2024-12-31 11:08:30.494176,25a89bd8-c0ca-4599-984c-9ca97588a303,8888060053,888,2000.0000,C,040f501d-b984-4229-9b9d-1a9a0e820d59,BCA648906215R,REV Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),,2000.0000
2024-12-31 11:08:29.367489,2024-12-31 11:08:29.754387,7104c703-eccd-497e-adda-d65e9b08e8d4,8888060053,888,2000.0000,D,0ad04d66-d40c-4d60-9bf2-c358b434b999,BCA648906215,Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),2000.0000,
2024-12-31 11:08:29.367489,2024-12-31 11:08:29.754387,7104c703-eccd-497e-adda-d65e9b08e8d4,8888060053,888,25000.0000,D,0ad04d66-d40c-4d60-9bf2-c358b434b999,BCA648906215,Trf VA BCA (PAJAK KENDARAAN - Customer BCA Virtual Account),25000.0000,
2024-12-31 11:06:38.174554,2024-12-31 11:06:38.559839,22a74444-b079-4e35-842c-f285cc97a39f,8888060053,888,10000.0000,D,f17b657b-e70a-46f7-9c44-0e5d61c36352,505231,TRFBCA - 7960300771 - (KLA2ICPIDP) -  ,10000.0000,
2024-12-31 10:59:54.531928,2024-12-31 10:59:54.902918,970a54f5-0023-4e14-9155-959e680fa871,8888060053,888,10000.0000,D,60b55109-5d24-4b83-a3e0-39b54cc08021,BCA591958599,MBSTRF 8888060053(MIRA SETIA) to 0010465342(DEVID KARD) -  ,10000.0000,
2024-12-31 08:00:19.476448,2024-12-31 08:00:19.830197,69a8be8f-c416-4b7c-a0fb-4f54c633b408,8885118144,888,1230.0000,C,c8f03a68-b550-4a5a-855b-aed8ed77bbb1,f4fd1e35-8c91-41b0-b626-ceadd7c6cf9c,RELEASE Balance to 8885118144,,1230.0000
2024-12-31 07:46:15.693335,2024-12-31 07:46:16.049233,5c6146cf-434d-4df9-b987-922f67402098,8885118144,888,1230.0000,C,d16d6108-d4ae-4a5e-ad01-6f10580b0d37,f4fd1e35-8c91-41b0-b626-ceadd7c6cf9c,RELEASE Balance to 8885118144,,1230.0000
2024-12-31 07:46:15.517626,2024-12-31 07:46:15.867972,fc53a1af-f9e3-462f-870e-160ec1b8ba43,8885118144,888,1230.0000,C,8d1daa3e-b37e-4279-b8aa-128a512eb7ad,f4fd1e35-8c91-41b0-b626-ceadd7c6cf9c,RELEASE Balance to 8885118144,,1230.0000
2024-12-31 07:46:14.793548,2024-12-31 07:46:15.169644,5aa01247-3166-401c-baeb-c492d4f67dc2,8885118144,888,1230.0000,C,195423f5-f9c2-471b-a093-6bea7b733c8a,f4fd1e35-8c91-41b0-b626-ceadd7c6cf9c,RELEASE Balance to 8885118144,,1230.0000
2024-12-30 20:30:30.639990,2024-12-30 20:30:31.086274,300a2a99-f2f0-4ca5-a357-0b3fff44cca5,8888045914,888,2500.0000,D,10eaaea7-440f-4ca5-86fe-623f9fcfc474,BCA428891681,Pembayaran Non Tagihan Listrik PLN - 4211410107049,2500.0000,
2024-12-30 20:30:30.639990,2024-12-30 20:30:31.086274,300a2a99-f2f0-4ca5-a357-0b3fff44cca5,8888045914,888,10000.0000,D,10eaaea7-440f-4ca5-86fe-623f9fcfc474,BCA428891681,Pembayaran Non Tagihan Listrik PLN - 4211410107049,10000.0000,
2024-12-30 20:11:33.765932,2024-12-30 20:11:34.206247,1009390b-c122-421a-9433-8d379f5e9a3c,8888045914,888,54106.0000,D,9f4b91a0-ae27-4a53-a23a-7c660682eb6b,BCA292114646,Pembayaran Tagihan PLN - 561416604139,54106.0000,
2024-12-30 20:11:33.765932,2024-12-30 20:11:34.206247,1009390b-c122-421a-9433-8d379f5e9a3c,8888045914,888,2500.0000,D,9f4b91a0-ae27-4a53-a23a-7c660682eb6b,BCA292114646,Pembayaran Tagihan PLN - 561416604139,2500.0000,
2024-12-30 19:58:53.819080,2024-12-30 19:59:00.196239,1c47bf6e-787e-4b44-86d0-b3bc66b89258,8888045914,888,100000.0000,D,85cd214c-e401-46f3-80af-9c43db07992d,BCA532272032,Pembelian Token PLN - PLN Prepaid 04182135369,100000.0000,
2024-12-30 19:58:53.819080,2024-12-30 19:59:00.196239,1c47bf6e-787e-4b44-86d0-b3bc66b89258,8888045914,888,2500.0000,D,85cd214c-e401-46f3-80af-9c43db07992d,BCA532272032,Pembelian Token PLN - PLN Prepaid 04182135369,2500.0000,
2024-12-30 19:55:33.485763,2024-12-30 19:55:33.877059,298a7648-5f6c-4cd5-a580-a0d2454d2884,8888045906,888,2500.0000,D,2d77c94d-03af-4a7f-9bc6-375c80aaa637,BCA332243042,Pembelian Token PLN - PLN Prepaid 04182135369,2500.0000,
2024-12-30 19:55:33.485763,2024-12-30 19:55:33.877059,298a7648-5f6c-4cd5-a580-a0d2454d2884,8888045906,888,20000.0000,D,2d77c94d-03af-4a7f-9bc6-375c80aaa637,BCA332243042,Pembelian Token PLN - PLN Prepaid 04182135369,20000.0000,
2024-12-30 19:55:03.127687,2024-12-30 19:55:11.929474,0c47b244-3643-4fd9-9e60-a3434b386645,8888045906,888,2500.0000,D,4ccb85ba-792c-4ae4-8783-a6fed3ebf264,BCA301353585,Pembayaran Tagihan PLN - 561416604141,2500.0000,
2024-12-30 19:55:03.127687,2024-12-30 19:55:11.929474,0c47b244-3643-4fd9-9e60-a3434b386645,8888045906,888,96694.0000,D,4ccb85ba-792c-4ae4-8783-a6fed3ebf264,BCA301353585,Pembayaran Tagihan PLN - 561416604141,96694.0000,
2024-12-30 17:03:51.583180,2024-12-30 17:03:51.949479,0e3c9fc4-2382-4fef-8045-17984d238b8f,8887524117,888,1000.0000,C,055f0c6f-15cd-40fa-b3ee-5ff456244c16,BCAS167865568,PAYMENT TO MERCHANT IKAN BAKAR,,1000.0000
2024-12-30 15:56:07.140138,2024-12-30 15:56:07.548833,94bbb92c-14fe-4963-9a11-46b9e252091b,8887678558,001,9424444.1600,D,6802324e-2ba8-4712-a6cb-87a53592d15c,00000268011_4,PEMBAYARAN PEMBIAYAAN 00000268011,9424444.1600,
2024-12-30 15:50:46.491928,2024-12-30 15:50:46.891382,d55ec2d7-4705-48ad-b034-f58bdb28e3b8,8887524117,888,63339962.3400,D,13da7d16-2fc3-49fd-889a-fdd42215b796,00000009004_2,PEMBAYARAN PEMBIAYAAN 00000009004,63339962.3400,
2024-12-30 15:19:21.513866,2024-12-30 15:19:21.865460,9eae2d78-c88a-4dfb-bec2-18617d40061e,8887524117,888,1026519.8100,D,1bdf86e2-b63c-4cec-a1e9-0dffb5ce2d5a,067012766003_1,PEMBAYARAN PEMBIAYAAN 067012766003,1026519.8100,
2024-12-30 15:18:42.566398,2024-12-30 15:18:42.926877,e963faa1-ab65-4f84-8b6a-6ab00c2d5377,8887524117,888,42226641.5600,D,1a4184a6-a11a-41a2-ae41-50bab759fda3,00000009004_1,PEMBAYARAN PEMBIAYAAN 00000009004,42226641.5600,
2024-12-30 15:17:54.759040,2024-12-30 15:17:55.188953,943fa1c9-2047-4689-98c9-56da835c3304,8887524117,888,100000000.0000,D,6bbbe86d-905d-4944-a2d1-c871f548bd74,,DROPPING IJARAH ENNY KUSUMA,100000000.0000,
2024-12-30 15:17:54.759040,2024-12-30 15:17:55.188953,943fa1c9-2047-4689-98c9-56da835c3304,8887678558,001,100000000.0000,C,6bbbe86d-905d-4944-a2d1-c871f548bd74,,DROPPING IJARAH ENNY KUSUMA,,100000000.0000
2024-12-30 15:17:43.789127,2024-12-30 15:17:44.151659,cb4c63e6-a183-431e-b16c-5c5b9e7686b2,8887524117,888,100000000.0000,C,5b015e99-39be-4c65-b8a6-c05a2a3c4c67,,DROPPING IJARAH ENNY KUSUMA,,100000000.0000
2024-12-30 15:16:08.648609,2024-12-30 15:16:09.001854,aadb69df-7f58-420d-aaf4-9a71c7cb14e8,8887678558,001,300.0000,D,76d0b34a-f320-4636-b496-7c9a237c0d9e,,CREATE BIAYA 00000009004-ENNY KUSUMA,300.0000,
2024-12-30 15:02:09.727527,2024-12-30 15:02:11.559767,0968fb26-739c-43c4-a735-c5492de4adfd,8888039925,001,18000.0000,C,4d7f5326-b84e-4417-a7ce-bcc82a113b27,BCA728008264,MBSTRF 8888045906(MUHAMMAD F) to 8888039925(MUHAMMAD F) - tm to tm rek unblock,,18000.0000
2024-12-30 15:02:09.727527,2024-12-30 15:02:11.559767,0968fb26-739c-43c4-a735-c5492de4adfd,8888045906,888,18000.0000,D,4d7f5326-b84e-4417-a7ce-bcc82a113b27,BCA728008264,MBSTRF 8888045906(MUHAMMAD F) to 8888039925(MUHAMMAD F) - tm to tm rek unblock,18000.0000,
2024-12-30 14:42:28.135534,2024-12-30 14:42:28.492833,e0b1a085-0277-401d-b65e-1eecb7217140,8885118144,888,1230.0000,D,4116d2b0-d2d4-40ed-90a5-7a64efd97105,f4fd1e35-8c91-41b0-b626-ceadd7c6cf9c,LOCK Balance from 8885118144,1230.0000,
2024-12-30 14:16:38.851354,2024-12-30 14:16:39.220124,14c55b01-0d8c-45c4-80f3-e92f34290b50,8888024059,888,12515650.0000,C,8c46b59e-88dd-4daa-be70-cac0c720e73c,BCA997601613,Disbursement Gold Financing 8888077537 SoF 8888024059 999EMB24001140,,12515650.0000
2024-12-30 14:16:38.851354,2024-12-30 14:16:39.220124,14c55b01-0d8c-45c4-80f3-e92f34290b50,8888024059,888,12515650.0000,D,8c46b59e-88dd-4daa-be70-cac0c720e73c,BCA997601613,Disbursement Gold Financing 8888077537 SoF 8888024059 999EMB24001140,12515650.0000,
2024-12-30 14:09:48.362959,2024-12-30 14:09:48.755721,83dc3e6e-c93c-4576-9392-a9bd52693942,8888024059,888,100000.0000,D,aece6302-c112-48f6-b6db-95c653d097f3,BCA75818190,UM/999EMB24001140,100000.0000,
2024-12-30 14:09:48.362959,2024-12-30 14:09:48.755721,83dc3e6e-c93c-4576-9392-a9bd52693942,8888024059,888,2501800.0000,D,aece6302-c112-48f6-b6db-95c653d097f3,BCA75818190,UM/999EMB24001140,2501800.0000,
2024-12-30 14:09:48.362959,2024-12-30 14:09:48.755721,83dc3e6e-c93c-4576-9392-a9bd52693942,8888024059,888,10000.0000,D,aece6302-c112-48f6-b6db-95c653d097f3,BCA75818190,UM/999EMB24001140,10000.0000,
2024-12-30 14:04:24.483054,2024-12-30 14:04:24.854445,8e83e2ab-91a5-4690-ad3f-61a6344296e7,8888054783,888,1000000.0000,D,2860df82-551e-4f28-98fd-81f22b9c9a0f,BCA263112033,MBSTRF 8888054783(MUHAMMAD R) to 8888077529(MUHAMMAD R) - Mudharabah Initial Fund,1000000.0000,
2024-12-30 13:52:33.374787,2024-12-30 13:52:33.746409,914c5e39-6389-4d7c-bbda-da5e0cd95c86,8888075630,888,1500000.0000,D,70ff44a4-50ad-4975-8e95-040fe15d350c,BCA548623895,MBSTRF 8888075630(LISNA WERN) to 8888077511(LISNA WERN) - Mudharabah Initial Fund,1500000.0000,
2024-12-30 11:37:27.359972,2024-12-30 11:37:27.732031,eb532168-13cc-4116-943a-17b408e88ccd,8888039925,001,14500.0000,C,258c81ae-debd-4206-a0ce-26c9b0b1d741,BCA444062718,MBSTRF 0010468155(MUHAMMAD F) to 8888039925(MUHAMMAD F) - tf to unblock ISI,,14500.0000
2024-12-30 11:35:39.336169,2024-12-30 11:35:39.751876,cf6e53a4-b488-4209-9b94-f2162e358dc5,8888060152,002,11000.0000,C,fb2a116b-272a-445e-a254-291178205b87,BCA337888147,MBSTRF 8888075887(Cassandra ) to 8888060152(LISNA WERN) -  ,,11000.0000
2024-12-30 11:31:01.279565,2024-12-30 11:31:01.675607,e7f3a8ae-a7dd-47c1-bb59-a746a743a571,8887524117,888,74559121.5000,D,b28319a9-e3c8-4792-a38b-b19a7a6cd18b,067012766005_1,PEMBAYARAN PEMBIAYAAN 067012766005,74559121.5000,
2024-12-30 11:29:22.644348,2024-12-30 11:29:23.173159,8b02280d-18f1-4b5c-a643-205e2540afba,8887678558,001,139999000.0000,C,a93b9573-bb78-4136-adfc-64edf28e8f6e,,DROPPING MMQ ABDUL ACHMAD FAZRY 067012766005,,139999000.0000
2024-12-30 11:29:22.644348,2024-12-30 11:29:23.173159,8b02280d-18f1-4b5c-a643-205e2540afba,8887524117,888,139999000.0000,D,a93b9573-bb78-4136-adfc-64edf28e8f6e,,DROPPING MMQ ABDUL ACHMAD FAZRY 067012766005,139999000.0000,
2024-12-30 11:29:08.731435,2024-12-30 11:29:09.302925,c10a500f-812f-491a-9ef6-94dcc517b7c5,8887524117,888,139999000.0000,C,3a960591-6128-4292-899e-8b9001431ddb,,DROPPING MMQ ABDUL ACHMAD FAZRY 067012766005,,139999000.0000
2024-12-30 11:27:10.316886,2024-12-30 11:27:12.577510,479ea94f-5c43-44b6-a819-0ea9a13707c2,8887524117,888,300.0000,D,b29f68fb-677d-477c-8aea-4ba56f6a14a6,,CREATE BIAYA 067012766005-ABDUL ACHMAD FAZRY,300.0000,
2024-12-30 11:17:35.004038,2024-12-30 11:17:37.256570,68cb3fb5-b1ba-4e6b-87ff-af3a7a71b0a7,8888054783,888,10000.0000,C,1972ec66-518a-419d-8462-06ee11bfe7e3,BCA253558794,MBSTRF 8888075887(Cassandra ) to 8888054783(MUHAMMAD R) -  ,,10000.0000
2024-12-30 11:15:56.799793,2024-12-30 11:15:59.079035,e67fad2b-29dc-47ec-9e63-de92588a9223,8887524117,888,690567.8800,D,1e4c2f0a-36e6-4007-b35f-51bbf48a3dea,00020502009_1,PEMBAYARAN PEMBIAYAAN 00020502009,690567.8800,
2024-12-30 11:15:23.638667,2024-12-30 11:15:25.875204,3921e92a-66b2-4e4b-b191-baaf68931226,8888045906,888,15000.0000,D,6062c828-d0bb-4fa8-8a1f-e4abcdec8146,22330429,BIF OUT - LFIBIDJ1 - NASABAH BANK NATIONA - cek gl,15000.0000,
2024-12-30 11:15:23.638667,2024-12-30 11:15:25.875204,3921e92a-66b2-4e4b-b191-baaf68931226,8888045906,888,2500.0000,D,6062c828-d0bb-4fa8-8a1f-e4abcdec8146,22330429,BIF OUT - LFIBIDJ1 - NASABAH BANK NATIONA - cek gl,2500.0000,
2024-12-30 11:14:42.120007,2024-12-30 11:14:44.402882,84e799f9-1f35-4e48-a6c8-fd21985b56cf,8887524117,888,200000000.0000,C,7ed02461-c2b7-4438-a32b-1a2eb7859d2e,23yuyiujhj222,SETORAN TUNAI,,200000000.0000
2024-12-30 11:14:22.131984,2024-12-30 11:14:24.417316,ff7ecba4-de90-4cb9-a396-86eee01cd01b,8888039925,001,1000000.0000,D,5eea2c78-dd12-4dfb-a2de-63447e58a19b,BCA060423329,MBSTRF 8888039925(MUHAMMAD F) to 8888045906(MUHAMMAD F) -  ,1000000.0000,
2024-12-30 11:14:22.131984,2024-12-30 11:14:24.417316,ff7ecba4-de90-4cb9-a396-86eee01cd01b,8888045906,888,1000000.0000,C,5eea2c78-dd12-4dfb-a2de-63447e58a19b,BCA060423329,MBSTRF 8888039925(MUHAMMAD F) to 8888045906(MUHAMMAD F) -  ,,1000000.0000
2024-12-30 11:05:29.596747,2024-12-30 11:05:31.855666,99da297a-594b-473f-916f-fa93ceb1384d,8888039925,001,18000.0000,D,aba8f444-05d7-488b-92d7-848dccb0cedb,28107005,BIF OUT - LFIBIDJ1 - NASABAH BANK NATIONA - unblock rek debit sumber,18000.0000,
2024-12-30 11:05:29.596747,2024-12-30 11:05:31.855666,99da297a-594b-473f-916f-fa93ceb1384d,8888039925,001,2500.0000,D,aba8f444-05d7-488b-92d7-848dccb0cedb,28107005,BIF OUT - LFIBIDJ1 - NASABAH BANK NATIONA - unblock rek debit sumber,2500.0000,
2024-12-30 11:03:36.050431,2024-12-30 11:03:39.534934,67e78172-8632-497d-ba2c-f12d57be56a6,8888039925,001,37000.0000,D,b082d0b6-c568-44ec-ba1a-ed482c3a1067,11241269,BIF OUT - LFIBIDJ1 - NASABAH BANK NATIONA -  ,37000.0000,
2024-12-30 11:03:36.050431,2024-12-30 11:03:39.534934,67e78172-8632-497d-ba2c-f12d57be56a6,8888039925,001,2500.0000,D,b082d0b6-c568-44ec-ba1a-ed482c3a1067,11241269,BIF OUT - LFIBIDJ1 - NASABAH BANK NATIONA -  ,2500.0000,
